model,dataset,pooling,package,method,condition,parameter,est,se,ci_0.025,ci_0.1,ci_0.9,ci_0.975
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,MPTinR,asymptotic,load,D,0.195312500017844,0.029037013837007616,0.13840099867871788,0.15810006947628666,0.23252493055940135,0.2522240013569701
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,MPTinR,asymptotic,load,g,0.7169203578670237,0.016916206381197414,0.6837652026048301,0.6952413670961246,0.7385993486379228,0.7500755131292173
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,no_load,b,0.37701986661680537,0.0246008602582131,0.32904315206045354,0.34549265558244824,0.40839448858406724,0.42571875428907957
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,no_load,d,0.5937588469291939,0.03365572963428448,0.52770283117472,0.549955296873612,0.6370170115933038,0.6599258054435234
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,no_load,D,0.5948074776458457,0.019505571094616675,0.5560294844749696,0.5696104553205341,0.6197626060408953,0.6328045422635746
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,no_load,g,0.521380975198481,0.02415281150182758,0.4739020822281652,0.49053152808486067,0.552349733904418,0.5693069199614866
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,load,b,0.5421938999081449,0.015841570055451188,0.5111186414947776,0.5218645431502064,0.5622437518259465,0.5733101344248227
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,load,d,0.41104176394460396,0.05120030050042095,0.31245018744447334,0.34548751673089007,0.4770428908945251,0.5120231027931612
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,load,D,0.21004212223790886,0.020446186014622128,0.16992534849485844,0.18382426602189242,0.23625710444385242,0.25023335859215556
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,no,TreeBUGS,simple,load,g,0.666325574436449,0.015219120367046658,0.6359731265155155,0.6466731558970813,0.685611393604364,0.6961552960184534
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,no_load,b,0.3728033215028964,0.031522398033945256,0.3111608551946208,0.33247939915362523,0.4129220772035408,0.4344992647734875
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,no_load,d,0.6105117486327305,0.040799505099363205,0.5317319966835397,0.5582340533709521,0.6628371823355381,0.6914745620823728
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,no_load,D,0.6131957311393605,0.021882397277743697,0.5684282221831248,0.5850447326622099,0.6409147200641819,0.6546394658304703
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,no_load,g,0.5301031453361138,0.026655722272922174,0.478520669520469,0.49584993865479343,0.564539648052016,0.5824979242571022
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,load,b,0.5669608809917934,0.01697151668398634,0.5327385412129382,0.544997069824117,0.5886524544651595,0.5993116516332173
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,load,d,0.2782610801422161,0.11862390705601858,0.06691900656488912,0.13098294714118702,0.43229157962629855,0.5304215467213808
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,load,D,0.19203650795518992,0.029275075924285576,0.13518999922926678,0.1543732735538335,0.22973749160105011,0.2495568742318518
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,complete,TreeBUGS,simple,load,g,0.7163780125201246,0.016778520307622936,0.6828033461211245,0.6948678477409865,0.7376867275324577,0.7487237011517854
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,no_load,b,0.3434621105208333,0.0600020054526226,0.2240694,0.26650399999999996,0.41793670000000016,0.45873935
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,no_load,d,0.6146196869791667,0.06465427161682706,0.486168725,0.5347778,0.6957833,0.744175225
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,no_load,D,0.6152940136458334,0.024665900811768546,0.56492745,0.5834178,0.6459862999999999,0.66191815
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,no_load,g,0.5282196422916666,0.06735222624881264,0.39275425,0.4423791,0.614164,0.6584768749999997
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,load,b,0.5579028115104167,0.05696023636531529,0.445416,0.48569660000000003,0.6297501000000001,0.6695978999999997
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,load,d,0.22716513924365103,0.1972997737301457,0.0089808075,0.033551010000000006,0.507741700000001,0.7789559499999997
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,load,D,0.16592655544270835,0.03997208985348315,0.0868091975,0.113305,0.21651110000000012,0.24248109999999992
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait,load,g,0.71604524890625,0.0734337183443687,0.5575568,0.6212676,0.8060050999999999,0.8498141249999999
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,no_load,b,0.36500378098958336,0.04539772111608905,0.275816175,0.3065764,0.42280180000000006,0.4538183499999999
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,no_load,d,0.6052313913020834,0.04866437581394698,0.508437975,0.5426956000000001,0.6669681999999999,0.699152025
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,no_load,D,0.6110377415625,0.027495030687543626,0.5555089750000001,0.5756427000000001,0.6454685,0.663556525
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,no_load,g,0.52450362375,0.04842068400962329,0.428992875,0.46269689999999997,0.5866319,0.6189176499999999
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,load,b,0.56389326390625,0.04268549923231304,0.475938325,0.5088627,0.6176054,0.64488515
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,load,d,0.19234704542083333,0.10040660624282594,0.03171702750000001,0.06886251,0.32736730000000014,0.41502594999999914
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,load,D,0.18774935184375,0.03325465592986045,0.12405490000000001,0.1451469,0.230353,0.25509557499999996
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,beta,load,g,0.6775422467708333,0.05125296438986153,0.5700838249999999,0.6101879,0.7412454,0.7708925999999998
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,no_load,b,0.3469109745833333,0.05633905803196797,0.234355275,0.2738056,0.41729630000000006,0.4542231249999998
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,no_load,d,0.6121150336458333,0.06158312088160458,0.49112515,0.5348987000000001,0.6892206000000001,0.7343408999999999
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,no_load,D,0.615661994375,0.02391977298579641,0.5670190749999999,0.5852094,0.6460952999999999,0.661186225
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,no_load,g,0.5291567625520833,0.06338787736757931,0.40186039999999995,0.44806280000000004,0.6090014,0.652567175
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,load,b,0.5725905522959184,0.053672743647086386,0.463976,0.5034139,0.64017,0.675292
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,load,d,0.18475341343094132,0.14729277632672721,0.010589555,0.036713090000000004,0.36385539999999994,0.584790825000001
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,load,D,0.17655345762244898,0.03585381147269547,0.103517725,0.1300755,0.22143779999999996,0.244287025
2HTSM_Submodel4.eqn,Kuhlmann_dl7.csv,partial,TreeBUGS,trait_uncorrelated,load,g,0.7265363345153061,0.07038351019204578,0.5765856999999999,0.6345205,0.8136559000000001,0.85187325
