model,dataset,pooling,package,method,condition,parameter,est,se,ci_0.025,ci_0.1,ci_0.9,ci_0.975
2htm.eqn,Jaeger_2012.csv,complete,MPTinR,asymptotic,Jaeger_2012,gn1,0.2664666132644115,0.010875992008126967,0.24515006063233719,0.2525284686795458,0.2804047578492772,0.28778316589648584
2htm.eqn,Jaeger_2012.csv,complete,MPTinR,asymptotic,Jaeger_2012,gn2,0.602212403751745,0.01874019316864139,0.5654823000778844,0.5781958798578644,0.6262289276456257,0.6389425074256057
2htm.eqn,Jaeger_2012.csv,complete,MPTinR,asymptotic,Jaeger_2012,go1,0.40394607922068304,0.0196481154340689,0.36543648060582246,0.378766006126151,0.42912615231521506,0.4424556778355436
2htm.eqn,Jaeger_2012.csv,complete,MPTinR,asymptotic,Jaeger_2012,go2,0.5088399135444295,0.025861295021299885,0.4581527067091167,0.4756973304228718,0.5419824966659872,0.5595271203797423
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,Dn,0.4400529799047943,0.03320628584996539,0.3836853590600213,0.4001021851184069,0.48884203193689124,0.5077623274939672
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,Do,0.6061587723363964,0.032797919034846,0.5398561969934573,0.5569134069838351,0.6448659326002427,0.6588842617120707
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,dr1,0.2611183497066216,0.017641965417058928,0.23091404886984318,0.2394385818810763,0.2864646915717481,0.295811593576454
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,dr2,0.8242937580314272,0.019699584842027582,0.7832147181514738,0.7943649582832124,0.8472326207662643,0.855869003915534
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,g,0.37438584405087505,0.030755207003672354,0.3244182565209445,0.33820563292501316,0.4204928054152097,0.4371472408969545
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,gn1,0.3121098474862764,0.01338233715795214,0.2871175450797924,0.295375259785354,0.3296619231379836,0.33972811180263435
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,gn2,0.642992394138303,0.016559737662097725,0.6091440045016918,0.6214986742205878,0.6637739164965428,0.6740264861062804
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,go1,0.37446615341440853,0.019637440737955734,0.3352859218312095,0.3486588237189659,0.39938970333949425,0.41160159559902154
2htm.eqn,Jaeger_2012.csv,no,TreeBUGS,simple,Jaeger_2012,go2,0.4622703344406311,0.0251373237916557,0.4134156676096166,0.4288742312789045,0.49424775302030416,0.510234145055064
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,Dn,0.28684680228751847,0.02710397291255756,0.23153503289876884,0.2516815452535014,0.3205592550247173,0.33789634290857973
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,Do,0.7259930540194053,0.009446397877274063,0.7070993792233915,0.7137677431531531,0.7379958226782045,0.7440914883224127
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,dr1,0.19244306706450534,0.008182158864479813,0.17651403533403884,0.18190319058610624,0.2028851932009626,0.20860079614474547
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,dr2,0.8893411752617796,0.008012387743646371,0.8735073488025622,0.8791111837322734,0.8996000155641732,0.9047845541669095
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,g,0.2324498347814882,0.011536649403873783,0.21033593122164118,0.21777306954871956,0.24737715171576904,0.25521099211005993
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,gn1,0.2669491811640275,0.010868987187838835,0.2459935797698439,0.2532613174776736,0.2809924518451537,0.2888159858362141
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,gn2,0.6024424377989758,0.018795766576888497,0.565146646467863,0.5780694318984411,0.6263181510511417,0.6384487416402268
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,go1,0.4042876957377937,0.019473342750621098,0.3666014936474517,0.379316661192171,0.42938436413570996,0.44311845303916736
2htm.eqn,Jaeger_2012.csv,complete,TreeBUGS,simple,Jaeger_2012,go2,0.508527756206684,0.02592803428490638,0.4577845362883541,0.474929699566388,0.5416186730736832,0.5593565178445363
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,Dn,0.43941879229937975,0.15056954135553044,0.21589597500000002,0.2584379,0.6239551000000001,0.66131905
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,Do,0.5138971625765745,0.2167729717128368,0.16619994999999999,0.2334779,0.7437331,0.7637750499999999
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,dr1,0.19002880295348282,0.06798760735883418,0.09179858999999999,0.10937690000000001,0.282079,0.316331
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,dr2,0.9130585410281489,0.03680037050329785,0.8257609749999999,0.860797,0.952335,0.963362
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,g,0.39123375026717555,0.13996053269612863,0.220051975,0.2374199,0.5670291000000001,0.6056192749999997
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,gn1,0.2305953528864504,0.04531506030881195,0.14977395,0.17483,0.290007,0.32693002499999996
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,gn2,0.7551232070801527,0.06438266996760972,0.620651,0.6710999,0.8353702000000001,0.8728990749999999
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,go1,0.2970078198101145,0.07093718031428702,0.179382,0.207285,0.392036,0.43083904999999995
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait,Jaeger_2012,go2,0.45082536538167944,0.10102533589231084,0.26851389999999997,0.318878,0.583116,0.6397780499999999
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,Dn,0.24784562937626262,0.04288827873550773,0.165307925,0.19367790000000001,0.30293230000000004,0.334110075
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,Do,0.7289581608964647,0.025022918067213927,0.6769928,0.6966465,0.7600752,0.775591
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,dr1,0.13936932676388888,0.025286020979420468,0.093028705,0.1078508,0.1721571,0.192323
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,dr2,0.9431107543813131,0.017513588803132234,0.9053765,0.9201048000000001,0.9645951,0.9738800499999999
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,g,0.236612215479798,0.021451625787804393,0.198302975,0.2105639,0.2639482,0.28270027499999995
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,gn1,0.20286958037373737,0.03724081186319933,0.1347509,0.156548,0.251206,0.28058115
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,gn2,0.740901492739899,0.07375531872463316,0.5856646750000001,0.6439012000000001,0.8325241000000001,0.8736301999999999
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,go1,0.3667997143055556,0.04547695229157019,0.278363275,0.3090978,0.4254207000000001,0.45747212499999995
2htm.eqn,Jaeger_2012.csv,partial,TreeBUGS,trait_uncorrelated,Jaeger_2012,go2,0.5074112301010101,0.06876661593288107,0.371650575,0.41973210000000005,0.594749,0.6422258499999998
